Competência;Cód.Forn;Fornecedor;Material;Cód. Grupo;Grupo;Estocável;Genérico;Unid.;Class. ABC;Sub. ABC;Qtd;Custo Médio;Resíduo;Valor;
"04/2026";"1";"Completar";"402618 - CANULA PARA TRAQUEOSTOMIA, N 3,0, EM PVC, SEM CUFF, ESTERIL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"2";"13,0000";"0,00";"26,00";
"04/2026";"1";"Completar";"1480 - DRENO DE TORAX CALIBRE 24";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"C";"99";"4,2500";"0,00";"420,75";
"04/2026";"1";"Completar";"404551 - BOCAL PARA ESPIROMETRIA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404227 - EQUALIZAR";"36";"MATERIAL HOSPITALAR";"Não";"Não";"AMP";"";"";"0";"0,0000";"0,00";"530.897,25";
"04/2026";"1";"Completar";"404527 - CABO MICROCIRURGIA DE LARINGE CONEXAO ESTILETE";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404515 - FIO OSSEO LISO TIPO STEINMAN/KIRSCHNER 2,5MM X 30CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404504 - MICROTESOURA CIRURGICA PARA LARINGE PONTA CURVA PARA DIREITA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404506 - MICROTESOURA CIRURGICA PARA LARINGE PONTA CURVA PARA ESQUERDA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404505 - MICROTESOURA CIRURGICA PARA LARINGE, PONTA CURVA PARA ESQUERDA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404489 - ESTILETE CIRURGICO P/ MICROCIRURGIA DE LARINGE HASTE RETA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404482 - ESTILETE CIRURGICO MICROCIRURGIA DE LARINGE BISTURI ANGULADO";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404488 - PINCA CIRURGICA APREENSAO TRIANGULAR FENESTRADA 5X2,8MM ESQUERDA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404487 - PINCA CIRURGICA APREENSAO TRIANGULAR FENESTRADA 5X2,8MM DIREITA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404485 - PINCA CIRURGICA APREENSAO TRIANGULAR FENESTRADA 5 X 2,8MM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404480 - PINCA CIRURGICA TIPO JACARE PONTA RETA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404483 - PINCA CIRURGICA TIPO JACARE PONTA PARA ESQUERDA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404481 - PINCA CIRURGICA TIPO JACARE PONTA PARA DIREITA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404478 - PINCA CIRURGICA TIPO APREENSAO, MICROCIRURGIA DE LARINGE";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404479 - PINCA CIRURGICA TIPO SACABOCADO PONTA CURVA PARA CIMA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404477 - PINCA CIRURGICA TIPO SACABOCADO PONTA CURVA PARA ESQUERDA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404475 - PINCA CIRURGICA TIPO SACABOCADO PONTA CURVA PARA DIREITA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404473 - PINCA CIRURGICA TIPO JACARE PONTA PARA CIMA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404471 - CONJUNTO DE LARINGOSCOPIOS PARA MICROCIRURGIA DE LARINGE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400963 - TUBO VENTILACAO OUVIDO (REFERENCIA: MEDICONE 1021 DONALDSON)";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"C";"0";"89,2500";"0,00";"0,00";
"04/2026";"1";"Completar";"1815 - TUBO VENTILACAO OUVIDO (REFERENCIA: MEDICONE 1026 PAPARELLA)";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"B";"21";"89,9500";"0,00";"1.888,95";
"04/2026";"1";"Completar";"404109 - CONECTOR COM SISTEMA DE VEDACAO E DOIS CANAIS P ENDOSCOPIO";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"B";"A";"0";"5.753,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"403587 - FILTRO ANTIMICROBIANO ENCARTONADO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"C";"19";"196,0100";"0,00";"3.724,19";
"04/2026";"1";"Completar";"1547 - FIO DE SUTURA CATGUT SIMPLES, FIO 1-0, AGULHA 3/8";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"B";"A";"0";"5,6600";"0,00";"0,00";
"04/2026";"1";"Completar";"404484 - ASPIRADOR CIRURGICO, TIPO CAUTERIO PARA LARINGE";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404503 - CANULA DE ASPIRACAO P/ MICROCIRURGIA DE LARINGE HASTE ANGULADA, DIAMETRO 3,0 MM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404499 - CANULA DE ASPIRACAO P/ MICROCIRURGIA DE LARINGE HASTE ANGULADA DIAMETRO 2,0 MM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404492 - CANULA DE ASPIRACAO P/ MICROCIRURGIA DE LARINGE HASTE ANGULADA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404491 - ESTILETE CIRURGICO P/ MICROCIRURGIA DE LARINGE PONTA GANCHO";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404490 - ESTILETE CIRURGICO P/ MICROCIRURGIA DE LARINGE PONTA FACA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404486 - ESTILETE CIRURGICO P/ MICROCIRURGIA DE LARINGE, TIPO LANCETA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"0,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"5850 - SERINGA DE 150ML C/ HENDI FIL P/ USO EM HEMODINAMICA.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"471";"48,1711";"0,02";"22.688,61";
"04/2026";"1";"Completar";"4136 - CATETER FOGARTY P/ EMBOLECTOMIA, 5F";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"39";"102,8053";"0,00";"4.009,41";
"04/2026";"1";"Completar";"404107 - ELEMENTO DE TRABALHO MONOPOLAR PARA CIRURGIA ENDOSCOPICA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"B";"A";"0";"28.128,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400911 - ELETRODO DE RETORNO DE PACIENTE PEDIATRICO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"160";"6,6000";"0,00";"1.056,00";
"04/2026";"1";"Completar";"403821 - GANCHO CIRURGICO/DISSECTOR TIPO CUSHING COMPRIMENTO DE 19CM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"B";"0";"422,5400";"0,00";"0,00";
"04/2026";"1";"Completar";"1671 - LAMINA DE BISTURI N. 20";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"CX";"B";"A";"0";"15,9000";"0,00";"0,00";
"04/2026";"1";"Completar";"400824 - PAPEL P  VIDEO PRINTER, IMPRESSAO DE EXAMES, 110MM X 20M";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"RL";"A";"C";"195";"42,3423";"0,00";"8.256,75";
"04/2026";"1";"Completar";"404115 - ENDOSCOPIO RIGIDO (OPTICA), MODELO TIPO HOPKINS";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"C";"0";"25.397,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400707 - DRENO DE PENROSE N. 3, EM LATEX NATURAL, ATOXICO, ESTERIL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"23";"3,4000";"0,00";"78,20";
"04/2026";"1";"Completar";"404104 - CAMISA ENDOSCOPICA PARA CISTOSCOPIA 6FR";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"B";"0";"11.507,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"964 - CATETER DIAGNOSTICO JUDKINS 5F JR 3,5 X 100 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"100";"27,0000";"0,00";"2.700,00";
"04/2026";"1";"Completar";"401116 - CANULA PARA TRAQUEOSTOMIA N. 3,5 SEM CUFF";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"27";"12,1900";"0,00";"329,13";
"04/2026";"1";"Completar";"403628 - FIO OSSEO LISO TIPO STEINMAN/KIRSCHNER 1,5MM X 30CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"200";"11,1800";"0,00";"2.236,00";
"04/2026";"1";"Completar";"400324 - PARAFUSO CORTICAL 4,5 MM REF. 0702030708";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"25,9900";"0,00";"0,00";
"04/2026";"1";"Completar";"404108 - CAMISA ENDOSCOPICA PARA URETROTOMIA ROTATORIA 22FR";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"10.228,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400281 - SISTEMA PARA FIXACAO TRANSVERSAL DE TITANIO - REF. 0702050520";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"672,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"401928 - BRACADEIRA DE NYLON 2 VIAS COM MANGUITO OBESO";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"38,9500";"0,00";"0,00";
"04/2026";"1";"Completar";"404105 - CAMISA ENDOSCOPICA PARA CISTOSCOPIA, 12FR";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"11.507,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"404094 - CAMISA ENDOSCOPICA PARA RESSECTOSCOPIO ROTATORIA 26FR /";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"15.342,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"401967 - FIO GUIA, APLICACAO SONDA SAVARRY-MILLE, 240 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"5";"1.235,0000";"0,00";"6.175,00";
"04/2026";"1";"Completar";"1416 - CATETER VENOSO CENTRAL, 19G (INFANTIL) POR DENTRO DA AGULHA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"80";"30,5711";"0,00";"2.445,69";
"04/2026";"1";"Completar";"401851 - CANULA PARA TRAQUEOSTOMIA N. 5,5 COM CUFF";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"40,1400";"0,00";"0,00";
"04/2026";"1";"Completar";"401367 - PAPILOTOMO AUTOCLAVAVEL PRE-CORTE COM PONTA TIPO AGULHA";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"B";"0";"390,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"1449 - CONJUNTO CPAP NASAL NEONATAL N. 0";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"0";"57,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"1443 - CONJUNTO DRENAGEM TORAX N. 20 (INFANTIL)";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"44";"31,9500";"0,00";"1.405,80";
"04/2026";"1";"Completar";"1704 - PROTESE PARA CIRURGIA DE OUVIDO 6 X 0,4MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"1.386,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"402450 - CAPA DE SILICONE CURTA DA PONTEIRA DE ASPIRACAO 7,5CM";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"20";"72,0000";"0,00";"1.440,00";
"04/2026";"1";"Completar";"1415 - CATETER VENOSO CENTRAL, 16G (ADULTO) POR DENTRO DA AGULHA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"14,2810";"0,00";"0,00";
"04/2026";"1";"Completar";"16093 - FILTRO SEPARADOR DE AGUA BACTERIOLOGICO PARA ANALISADOR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"30";"536,7800";"0,00";"16.103,40";
"04/2026";"1";"Completar";"3192 - LINHA AMOSTRA GASES, APARELHO DRAGER";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"30,1693";"0,00";"0,00";
"04/2026";"1";"Completar";"4676 - ESCOVA PARA LIMPEZA DE INSTRUMENTAL CIRURGICO, LUMEM 2,5MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"15";"43,1692";"0,00";"647,53";
"04/2026";"1";"Completar";"8698 - PRONGA NASAL NEONATAL N. 00";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"18";"23,5200";"0,00";"423,36";
"04/2026";"1";"Completar";"16106 - JOGO DE TRES MASCARAS DE SILICONE TAMANHO 00, 0 E 1";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"CJ";"A";"A";"27";"158,4000";"0,00";"4.276,80";
"04/2026";"1";"Completar";"16082 - PRONGA NASAL TAMANHO GG";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"19";"64,0475";"0,00";"1.216,90";
"04/2026";"1";"Completar";"17334 - LUVA PARA PROCEDIMENTO NAO CIRURGICO NITRILICA TAM. PP";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"2000";"0,1100";"0,00";"220,00";
"04/2026";"1";"Completar";"16590 - AGULHA P/ BIOPSIA HEPATICA TAM. 16G X 20CM, DESCARTAVEL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"52";"64,0000";"0,00";"3.328,00";
"04/2026";"1";"Completar";"14845 - TUBO HOSPITALAR, MATERIAL SILICONE, TAMANHO N 205";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"M";"C";"C";"30";"7,3700";"0,00";"221,10";
"04/2026";"1";"Completar";"14272 - MASCARA DE VENTILACAO NAO INVASIVA FULL FACE SEM EXALACAO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"A";"9";"890,8400";"0,00";"8.017,56";
"04/2026";"1";"Completar";"14271 - MASCARA DE VENTILACAO NAO INVASIVA FULL FACE SEM EXALACAO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"10";"890,8399";"0,00";"8.908,40";
"04/2026";"1";"Completar";"14067 - FILTRO UMIDIFICADOR CONDENSADOR HIGROSCOPICO NEONATAL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"190";"4,0000";"0,00";"760,00";
"04/2026";"1";"Completar";"5323 - RESERVATORIO UNIVERSAL PERMAMENTE GT 250";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"C";"3";"409,9900";"0,00";"819,98";
"04/2026";"1";"Completar";"16951 - FRASCO COM VALVULA DE ASPIRACAO EM AR COMPRIMIDO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"18";"132,2800";"0,00";"1.322,80";
"04/2026";"1";"Completar";"403237 - CAPACETE DE RESPIRACAO ASSISTIDA NAO INVASIVA - TAM. M";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"14";"0,0100";"0,00";"0,02";
"04/2026";"1";"Completar";"403240 - CAPACETE DE RESPIRACAO ASSISTIDA NAO INVASIVA - TAM. GG";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"17";"0,0100";"0,00";"0,04";
"04/2026";"1";"Completar";"3167 - BRACADEIRA PARA ELETROCARDIOGRAMA, TIPO JACARE";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"PR";"C";"C";"26";"68,0000";"0,00";"1.156,00";
"04/2026";"1";"Completar";"403941 - CABO DE INTERFACE COM CATETER SWAN GANZ E MONITOR NIHON";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"";"";"0";"3.457,8199";"0,00";"0,00";
"04/2026";"1";"Completar";"8699 - PRONGA NASAL NEONATAL N. 1";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"B";"8";"23,5200";"0,00";"188,16";
"04/2026";"1";"Completar";"5728 - SONDA ESOFAGICA SENGSTAKEN-BLAKMORE, CALIBRE N. 14, 3 VIAS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"2";"553,2000";"0,00";"1.106,40";
"04/2026";"1";"Completar";"5252 - KIT PARA DEPLECAO PLAQUETARIA TERAPEUTICA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"KT";"A";"B";"3";"1.995,0000";"0,00";"5.985,00";
"04/2026";"1";"Completar";"1784 - SONDA RETAL CALIBRE N. 22";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"5";"1,5380";"0,00";"7,69";
"04/2026";"1";"Completar";"1676 - LAMINA DE RICHTER PARA ENXERTO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"15";"210,0000";"0,00";"3.150,00";
"04/2026";"1";"Completar";"404291 - CATETER DE HEMODIALISE ADULTO 14 FR X 33 CM PERMCATH";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"20";"907,3299";"0,00";"18.146,60";
"04/2026";"1";"Completar";"401335 - ROUPA DE PROTECAO, TAMANHO XL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"14250";"10,9200";"0,00";"155.610,00";
"04/2026";"1";"Completar";"403699 - STENT PERIFERICO AUTO EXPANSIVEL PARA ANGIOPLASTIA: PERIFERICA, COM DIAMETRO 12MM E COMPRIMENTO DE 40 A 60MM REF. 0702040517";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"2.034,5000";"0,00";"0,00";
"04/2026";"1";"Completar";"404242 - FIO GUIA HIDROFILICO 0,014 POLEGADA X 300 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"50";"327,7500";"0,00";"16.387,50";
"04/2026";"1";"Completar";"401881 - FIO GUIA HIDROFILICO 0,014 POLEGADA X 180 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"C";"225";"151,0000";"0,00";"33.975,00";
"04/2026";"1";"Completar";"404231 - PAS ADESIVAS MULTIFUNCIONAIS PARA CARDIOVERSOR MINDRAY";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"30";"270,6400";"0,00";"8.119,20";
"04/2026";"1";"Completar";"403569 - BOTA DE UNNA 9 A 11 CM (L) X 9 A 10 M (C)";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"200";"22,2500";"0,00";"4.450,00";
"04/2026";"1";"Completar";"402285 - BORRACHA DE VEDACAO, PARA USO COM TROCATER DE 12 MM. TIPO: SELO VEDANTE, ESTERILIZAVEL. EMBALAGEM CONTENDO DADOS DE IDENTIFICACAO, PROCEDENCIA, NUMERO DE LOTE, DATA DE FABRICACAO, VALIDADE DO PRODUTO. COMPATIVEL COM EQUIPAMENTO ESPECIFICADO EM EDITA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"12";"30,0000";"0,00";"360,00";
"04/2026";"1";"Completar";"400855 - ELETRODO DE RETORNO DE PACIENTE NEONATAL";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"115";"6,3323";"0,01";"728,22";
"04/2026";"1";"Completar";"401791 - PROTETOR OCULAR PARA FOTOTERAPIA, TAMANHO EXTRA PEQUENO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"13,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400108 - STENT PERIFERICO BALAO EXPANSIVEL PARA ANGIOPLASTIA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"C";"C";"0";"2.597,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400095 - MICROGUIA, REVESTIMENTO HIDROFILICO, DIAMETRO 0,008,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"1.600,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"401027 - CATETER DIAGNOSTICO COBRA 5F, 110 CM VASCULAR.";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"CM";"A";"A";"0";"60,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400903 - INDICADOR DE LIMPEZA EM FORMA DE TESTE PRONTO PARA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"2400";"2,1040";"0,20";"5.049,80";
"04/2026";"1";"Completar";"404111 - ENDOSCOPIO RIGIDO (OPTICA) ANGULO VISAO 30 GRAUS";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"29.814,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"400316 - PARAFUSO CANULADO 7,0 MM REF. 0702030643";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"171,0900";"0,00";"0,00";
"04/2026";"1";"Completar";"403937 - PORTA- AGULHA PARA CORONARIA, TIPO RYDER (RAYDER), PONTA RETA, COM TRAVA, COM VIDEA, COMPRIMENTO CERCA DE 20 CM,";"36";"MATERIAL HOSPITALAR";"Não";"Não";"UN";"A";"A";"0";"450,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"402177 - CATETER URETERAL PARA PIELOGRAFIA, ADULTO, 6 FR, 70 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"48,8750";"0,00";"0,00";
"04/2026";"1";"Completar";"401763 - CATETER DE TERMODILUICAO TIPO SWAN GANZ 7,5 FR";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"18";"1.900,0000";"0,00";"34.200,00";
"04/2026";"1";"Completar";"400148 - STENT PERIFERICO AUTO EXPANSIVEL PARA ANGIOPLASTIA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"2.100,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"401117 - CATETER BALAO (FOGARTY) N. 2F P EMBOLECTOMIA";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"10";"114,5000";"0,00";"1.145,00";
"04/2026";"1";"Completar";"403233 - PINCA CIRURGICA, TIPO SACABOCADO CONCHA REDONDA 4 MM, PONTA CURVA PARA DIREITA, COMPRIMENTO 25 CM,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"1.368,5000";"0,00";"0,00";
"04/2026";"1";"Completar";"403228 - PINCA CIRURGICA, TIPO APREENSAO TRIANGULAR FENESTRADA, 3,5 X 1,8 MM, PONTA PARA ESQUERDA, COMPRIMENTO 25 CM,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"1.073,6700";"0,00";"0,00";
"04/2026";"1";"Completar";"403227 - MICRO TESOURA, TIPO DE LARINGE CURVA PARA DIREITA, COMPRIMENTO DE 230 MM,";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"A";"0";"1.300,0800";"0,00";"0,00";
"04/2026";"1";"Completar";"403239 - CAPACETE DE RESPIRACAO ASSISTIDA NAO INVASIVA - TAM. G";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"24";"0,0100";"0,00";"0,14";
"04/2026";"1";"Completar";"403286 - AFASTADOR AUTOESTATICO WEITLANER 3X4 COMPRIMENTO 18 CM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"427,5000";"0,00";"0,00";
"04/2026";"1";"Completar";"403055 - FACA FRIA DE SACKS (FACA SACKS) COM DOIS POLOS";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"279,0000";"0,00";"0,00";
"04/2026";"1";"Completar";"402179 - FIO DE SUTURA ALGODAO, FIO 3-0, AGULHA 3/8";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"ENV";"A";"A";"0";"2,7600";"0,00";"0,00";
"04/2026";"1";"Completar";"400645 - BOMBINA PARA ESTERILIZACAO, ROLO DE 40 CM DE LARGURA X 100 M";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"0";"244,9900";"0,00";"0,00";
"04/2026";"1";"Completar";"400194 - COMPONENTE FEMORAL CIMENTADO MODULAR PRIMARIO";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"";"";"0";"1.731,7600";"0,00";"0,00";
"04/2026";"1";"Completar";"400131 - CATETER BALAO PARA ANGIOPLASTIA PERIFERICA DIAM. 16MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"B";"B";"0";"603,1400";"0,00";"0,00";
"04/2026";"1";"Completar";"830 - AGULHA HIPODERMICA DESCARTAVEL 30 X 0,7MM";"36";"MATERIAL HOSPITALAR";"Sim";"Não";"UN";"A";"A";"20000";"0,0700";"0,00";"1.400,00";
"04/2026";"1";"Completar";"404043 - ESFIGNOMANOMETRO INFANTIL COM VELCRO";"36";"MATERIAL HOSPITALAR";"Não";"Não";"PC";"A";"A";"0";"88,5000";"0,00";"0,00";
