Almoxarifado;Material;Fornecedor;Endereço;Situação;Estocável;Consignado;Validade;
"ALMOXARIFADO CENTRAL";"361 - ETOPOSIDEO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"361 - ETOPOSIDEO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"361 - ETOPOSIDEO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"361 - ETOPOSIDEO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"361 - ETOPOSIDEO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"361 - ETOPOSIDEO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"364 - GENCITABINA 1 G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"365 - GENCITABINA 200 MG SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"365 - GENCITABINA 200 MG SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"365 - GENCITABINA 200 MG SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"365 - GENCITABINA 200 MG SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"365 - GENCITABINA 200 MG SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"365 - GENCITABINA 200 MG SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"365 - GENCITABINA 200 MG SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"365 - GENCITABINA 200 MG SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"365 - GENCITABINA 200 MG SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"369 - IFOSFAMIDA 1G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"369 - IFOSFAMIDA 1G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"369 - IFOSFAMIDA 1G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"370 - IFOSFAMIDA 2G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"370 - IFOSFAMIDA 2G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"370 - IFOSFAMIDA 2G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"370 - IFOSFAMIDA 2G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"370 - IFOSFAMIDA 2G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"370 - IFOSFAMIDA 2G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"370 - IFOSFAMIDA 2G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"370 - IFOSFAMIDA 2G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"370 - IFOSFAMIDA 2G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"370 - IFOSFAMIDA 2G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"370 - IFOSFAMIDA 2G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"370 - IFOSFAMIDA 2G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"370 - IFOSFAMIDA 2G SOLUCAO INJETAVEL FA";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"375 - IRINOTECANO 100MG SOLUCAO INJETAVEL FA 5ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"376 - IRINOTECANO 40MG SOLUCAO INJETAVEL FA 2ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"376 - IRINOTECANO 40MG SOLUCAO INJETAVEL FA 2ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"376 - IRINOTECANO 40MG SOLUCAO INJETAVEL FA 2ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"376 - IRINOTECANO 40MG SOLUCAO INJETAVEL FA 2ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"376 - IRINOTECANO 40MG SOLUCAO INJETAVEL FA 2ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"378 - MELFALANO 2 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"378 - MELFALANO 2 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"378 - MELFALANO 2 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"378 - MELFALANO 2 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"378 - MELFALANO 2 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"378 - MELFALANO 2 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"378 - MELFALANO 2 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"378 - MELFALANO 2 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"378 - MELFALANO 2 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"378 - MELFALANO 2 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"378 - MELFALANO 2 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"380 - MERCAPTOPURINA 50 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"382 - METOTREXATO 2,5 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"382 - METOTREXATO 2,5 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"382 - METOTREXATO 2,5 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"382 - METOTREXATO 2,5 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"382 - METOTREXATO 2,5 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"382 - METOTREXATO 2,5 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"382 - METOTREXATO 2,5 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"382 - METOTREXATO 2,5 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"382 - METOTREXATO 2,5 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"382 - METOTREXATO 2,5 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"382 - METOTREXATO 2,5 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"386 - MITOXANTRONA 20MG SOLUCAO INJETAVEL FA 10ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"386 - MITOXANTRONA 20MG SOLUCAO INJETAVEL FA 10ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"386 - MITOXANTRONA 20MG SOLUCAO INJETAVEL FA 10ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"386 - MITOXANTRONA 20MG SOLUCAO INJETAVEL FA 10ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"386 - MITOXANTRONA 20MG SOLUCAO INJETAVEL FA 10ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"386 - MITOXANTRONA 20MG SOLUCAO INJETAVEL FA 10ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"386 - MITOXANTRONA 20MG SOLUCAO INJETAVEL FA 10ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"387 - PACLITAXEL 100MG SOLUCAO INJETAVEL FA 16,7ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"387 - PACLITAXEL 100MG SOLUCAO INJETAVEL FA 16,7ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"387 - PACLITAXEL 100MG SOLUCAO INJETAVEL FA 16,7ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"390 - TAMOXIFENO 20 MG COMPRIMIDO";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"391 - TRETINOINA 10 MG CAPSULA";"Completar";"8";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"391 - TRETINOINA 10 MG CAPSULA";"Completar";"8";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"391 - TRETINOINA 10 MG CAPSULA";"Completar";"8";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"391 - TRETINOINA 10 MG CAPSULA";"Completar";"8";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"391 - TRETINOINA 10 MG CAPSULA";"Completar";"8";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"391 - TRETINOINA 10 MG CAPSULA";"Completar";"8";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"391 - TRETINOINA 10 MG CAPSULA";"Completar";"8";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"391 - TRETINOINA 10 MG CAPSULA";"Completar";"8";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"391 - TRETINOINA 10 MG CAPSULA";"Completar";"8";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"391 - TRETINOINA 10 MG CAPSULA";"Completar";"8";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"393 - VINCRISTINA 1MG SOLUCAO INJETAVEL FA 1ML";"Completar";"5";"Ativo";"Sim";"Não";"Sim";
