Almoxarifado;Material;Fornecedor;Endereço;Situação;Estocável;Consignado;Validade;
"ALMOXARIFADO CENTRAL";"82 - ACUCAR";"Completar";"EAR4";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"82 - ACUCAR";"Completar";"EAR4";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"82 - ACUCAR";"Completar";"EAR4";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"82 - ACUCAR";"Completar";"EAR4";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"162 - AGUA MINERAL";"Completar";"CORREDOR";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"162 - AGUA MINERAL";"Completar";"CORREDOR";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"162 - AGUA MINERAL";"Completar";"CORREDOR";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"162 - AGUA MINERAL";"Completar";"CORREDOR";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"162 - AGUA MINERAL";"Completar";"CORREDOR";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"162 - AGUA MINERAL";"Completar";"CORREDOR";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"162 - AGUA MINERAL";"Completar";"CORREDOR";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"179 - ALCOOL ABSOLUTO FRASCO 1000ML";"Completar";"LC1";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"180 - ALCOOL METILICO (METANOL) FRASCO 1000ML";"Completar";"LB41";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"180 - ALCOOL METILICO (METANOL) FRASCO 1000ML";"Completar";"LB41";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"180 - ALCOOL METILICO (METANOL) FRASCO 1000ML";"Completar";"LB41";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"189 - INATIVO - MEIO DE CULTURA CALDO B.H.I (BRAIN HEART INFUSION)";"Completar";"LAB53";"Inativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"193 - CLORETO DE OURO";"Completar";"LAB53";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"193 - CLORETO DE OURO";"Completar";"LAB53";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"193 - CLORETO DE OURO";"Completar";"LAB53";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"193 - CLORETO DE OURO";"Completar";"LAB53";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"195 - ESTOJO PARA DETECTACAO DE CLORO / PH";"Completar";"LAB63";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"197 - CONTROLE DE RH";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"197 - CONTROLE DE RH";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"205 - CORANTE EOSINA AZUL DE METILENO SEGUNDO LEISHMANN";"Completar";"LAB54";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"205 - CORANTE EOSINA AZUL DE METILENO SEGUNDO LEISHMANN";"Completar";"LAB54";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"205 - CORANTE EOSINA AZUL DE METILENO SEGUNDO LEISHMANN";"Completar";"LAB54";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"205 - CORANTE EOSINA AZUL DE METILENO SEGUNDO LEISHMANN";"Completar";"LAB54";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"205 - CORANTE EOSINA AZUL DE METILENO SEGUNDO LEISHMANN";"Completar";"LAB54";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"205 - CORANTE EOSINA AZUL DE METILENO SEGUNDO LEISHMANN";"Completar";"LAB54";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"211 - FOSFATO DE SODIO MONOBASICO";"Completar";"LAB43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"211 - FOSFATO DE SODIO MONOBASICO";"Completar";"LAB43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"211 - FOSFATO DE SODIO MONOBASICO";"Completar";"LAB43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"211 - FOSFATO DE SODIO MONOBASICO";"Completar";"LAB43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"211 - FOSFATO DE SODIO MONOBASICO";"Completar";"LAB43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"286 - MEIO DE INCLUSAO (CRIOSTATO)";"Completar";"LAB43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"286 - MEIO DE INCLUSAO (CRIOSTATO)";"Completar";"LAB43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"286 - MEIO DE INCLUSAO (CRIOSTATO)";"Completar";"LAB43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"286 - MEIO DE INCLUSAO (CRIOSTATO)";"Completar";"LAB43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"286 - MEIO DE INCLUSAO (CRIOSTATO)";"Completar";"LAB43";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"287 - MEIO DE MONTAGEM";"Completar";"LB44";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"300 - SOLUCAO A BASE DE DEXTROSE LIQUIDA 75MG";"Completar";"LB62-56";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"303 - SORO TIPAGEM SANGUINEA ANTI-A";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"303 - SORO TIPAGEM SANGUINEA ANTI-A";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"303 - SORO TIPAGEM SANGUINEA ANTI-A";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"303 - SORO TIPAGEM SANGUINEA ANTI-A";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"303 - SORO TIPAGEM SANGUINEA ANTI-A";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"303 - SORO TIPAGEM SANGUINEA ANTI-A";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"305 - SORO TIPAGEM SANGUINEA ANTI-B";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"305 - SORO TIPAGEM SANGUINEA ANTI-B";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"305 - SORO TIPAGEM SANGUINEA ANTI-B";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"305 - SORO TIPAGEM SANGUINEA ANTI-B";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"305 - SORO TIPAGEM SANGUINEA ANTI-B";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"306 - SORO TIPAGEM SANGUINEA ANTI-D";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"306 - SORO TIPAGEM SANGUINEA ANTI-D";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"306 - SORO TIPAGEM SANGUINEA ANTI-D";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"306 - SORO TIPAGEM SANGUINEA ANTI-D";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"306 - SORO TIPAGEM SANGUINEA ANTI-D";"Completar";"CONS LAB";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"311 - REAGENTE PARA ANALISE QUALITATIVA BETA HCG";"Completar";"LAB26";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"311 - REAGENTE PARA ANALISE QUALITATIVA BETA HCG";"Completar";"LAB26";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"311 - REAGENTE PARA ANALISE QUALITATIVA BETA HCG";"Completar";"LAB26";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"311 - REAGENTE PARA ANALISE QUALITATIVA BETA HCG";"Completar";"LAB26";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"311 - REAGENTE PARA ANALISE QUALITATIVA BETA HCG";"Completar";"LAB26";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"311 - REAGENTE PARA ANALISE QUALITATIVA BETA HCG";"Completar";"LAB26";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"311 - REAGENTE PARA ANALISE QUALITATIVA BETA HCG";"Completar";"LAB26";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"312 - TIRA REATIVA PARA DOSAGEM DE GLICEMIA";"Completar";"N32-P";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"313 - REAGENTE ANALISE SERIE URINARIA";"Completar";"DIRETO";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"313 - REAGENTE ANALISE SERIE URINARIA";"Completar";"DIRETO";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"313 - REAGENTE ANALISE SERIE URINARIA";"Completar";"DIRETO";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"313 - REAGENTE ANALISE SERIE URINARIA";"Completar";"DIRETO";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"313 - REAGENTE ANALISE SERIE URINARIA";"Completar";"DIRETO";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"313 - REAGENTE ANALISE SERIE URINARIA";"Completar";"DIRETO";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"313 - REAGENTE ANALISE SERIE URINARIA";"Completar";"DIRETO";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"313 - REAGENTE ANALISE SERIE URINARIA";"Completar";"DIRETO";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"313 - REAGENTE ANALISE SERIE URINARIA";"Completar";"DIRETO";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"313 - REAGENTE ANALISE SERIE URINARIA";"Completar";"DIRETO";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"313 - REAGENTE ANALISE SERIE URINARIA";"Completar";"DIRETO";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"313 - REAGENTE ANALISE SERIE URINARIA";"Completar";"DIRETO";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"313 - REAGENTE ANALISE SERIE URINARIA";"Completar";"DIRETO";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"319 - ACICLOVIR 200 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"321 - AMOXICILINA 500MG,AC.CLAVULANICO 125MG COMPRIMIDO";"Completar";"2";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"321 - AMOXICILINA 500MG,AC.CLAVULANICO 125MG COMPRIMIDO";"Completar";"2";"Ativo";"Não";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"325 - CIPROFLOXACINO 500 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"325 - CIPROFLOXACINO 500 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"325 - CIPROFLOXACINO 500 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
"ALMOXARIFADO CENTRAL";"325 - CIPROFLOXACINO 500 MG COMPRIMIDO";"Completar";"2";"Ativo";"Sim";"Não";"Sim";
